old_path,old_url,language,old_title,old_h1,page_type,migration_action,new_path,new_url,reason,confidence,priority,launch_blocker,search_evidence,commercial_intent,business_relevance,content_quality,fact_risk,final_priority,final_action,legacy_preserve,gsc_supported,review_notes
/en/components/fabricated-steel-beams-columns,https://zhongsai-steelstructure.com/en/components/fabricated-steel-beams-columns,EN,Fabricated Steel Beams & Columns Manufacturer in China | ZhongSai,Custom Fabricated Steel Beams & Columns From Project Drawings,component,KEEP,/en/components/fabricated-steel-beams-columns/,https://zhongsai-steelstructure.com/en/components/fabricated-steel-beams-columns/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/en/components/roof-wall-cladding-systems,https://zhongsai-steelstructure.com/en/components/roof-wall-cladding-systems,EN,Roof & Wall Cladding Systems for Steel Buildings | ZhongSai,Roof & Wall Cladding Systems for Steel Buildings,component,KEEP,/en/components/roof-wall-cladding-systems/,https://zhongsai-steelstructure.com/en/components/roof-wall-cladding-systems/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,MEDIUM,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/en/components/steel-purlins,https://zhongsai-steelstructure.com/en/components/steel-purlins,EN,C & Z Steel Purlins for Steel Buildings | ZhongSai,C & Z Steel Purlins for Steel Building Roof and Wall Systems,component,MERGE_301,/en/components/,https://zhongsai-steelstructure.com/en/components/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,MEDIUM,HIGH,USABLE,OK,P1_30_DAYS,P1_30_DAYS,YES,NO,"MERGE REVOKED: Components Hub does not sufficiently cover steel truss/purlin supplier intent. Legacy preserve at cutover, build dedicated page in 30 days."
/en/components/steel-trusses,https://zhongsai-steelstructure.com/en/components/steel-trusses,EN,Custom Steel Truss Manufacturer & Fabrication | ZhongSai,Custom Structural Steel Trusses for Large-Span Buildings,component,MERGE_301,/en/components/,https://zhongsai-steelstructure.com/en/components/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,P1_30_DAYS,YES,NO,"MERGE REVOKED: Components Hub does not sufficiently cover steel truss/purlin supplier intent. Legacy preserve at cutover, build dedicated page in 30 days."
/en/contact,https://zhongsai-steelstructure.com/en/contact,EN,Contact ZhongSai | Steel Structure Project Quote & Technical Consultation,Send Your Project Requirements for Review & Quotation,contact,KEEP,/en/contact/,https://zhongsai-steelstructure.com/en/contact/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,KEEP,NO,NO,
/en/countries,https://zhongsai-steelstructure.com/en/countries/,EN,Steel Structure by Country | ZhongSai Steel Structure Export Destinations,Steel Structure by Country | Regional Sourcing Guides,country,MIGRATE_CONTENT,,,Country page (hub); V2 has no country pages. High localized SEO value.,HIGH,P1,YES,UNKNOWN,HIGH,HIGH,WEAK,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,Country page (hub): likely template with country name swap. Low unique value. Drop candidate unless GSC data shows traffic. Long-term: build proper country pages with real project data.
/en/countries/indonesia,https://zhongsai-steelstructure.com/en/countries/indonesia,EN,Steel Structure Supplier Indonesia | Prefab Steel Building Manufacturer China,Steel Structure Supplier in Indonesia,country,MIGRATE_CONTENT,,,Country page (indonesia); V2 has no country pages. High localized SEO value.,HIGH,P1,YES,UNKNOWN,HIGH,HIGH,WEAK,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,Country page (indonesia): likely template with country name swap. Low unique value. Drop candidate unless GSC data shows traffic. Long-term: build proper country pages with real project data.
/en/countries/kenya,https://zhongsai-steelstructure.com/en/countries/kenya,EN,Kenya Steel Structure Supplier | Prefab Steel Buildings from China,Steel Structure Supplier for Kenya,country,MIGRATE_CONTENT,,,Country page (kenya); V2 has no country pages. High localized SEO value.,HIGH,P1,YES,UNKNOWN,HIGH,HIGH,WEAK,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,Country page (kenya): likely template with country name swap. Low unique value. Drop candidate unless GSC data shows traffic. Long-term: build proper country pages with real project data.
/en/countries/nigeria,https://zhongsai-steelstructure.com/en/countries/nigeria,EN,Steel Structure Supplier Nigeria | Prefab Warehouse & Factory Manufacturer China,Steel Structure Supplier in Nigeria,country,MIGRATE_CONTENT,,,Country page (nigeria); V2 has no country pages. High localized SEO value.,HIGH,P1,YES,UNKNOWN,HIGH,HIGH,WEAK,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,Country page (nigeria): likely template with country name swap. Low unique value. Drop candidate unless GSC data shows traffic. Long-term: build proper country pages with real project data.
/en/countries/saudi-arabia,https://zhongsai-steelstructure.com/en/countries/saudi-arabia,EN,Steel Structure Manufacturer Saudi Arabia | Prefab Factory & Warehouse Supplier,Steel Structure Manufacturer for Saudi Arabia,country,MIGRATE_CONTENT,,,Country page (saudi-arabia); V2 has no country pages. High localized SEO value.,HIGH,P1,YES,UNKNOWN,HIGH,HIGH,WEAK,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,Country page (saudi-arabia): likely template with country name swap. Low unique value. Drop candidate unless GSC data shows traffic. Long-term: build proper country pages with real project data.
/en/countries/vietnam,https://zhongsai-steelstructure.com/en/countries/vietnam,EN,Vietnam Steel Structure Supplier | Prefab Steel Buildings from China,Steel Structure Supplier for Vietnam,country,MIGRATE_CONTENT,,,Country page (vietnam); V2 has no country pages. High localized SEO value.,HIGH,P1,YES,UNKNOWN,HIGH,HIGH,WEAK,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,Country page (vietnam): likely template with country name swap. Low unique value. Drop candidate unless GSC data shows traffic. Long-term: build proper country pages with real project data.
/en/engineering-design,https://zhongsai-steelstructure.com/en/engineering-design,EN,Structural Steel Design & Detailing | Engineering Shop Drawings BOM | ZhongSai,Structural Steel Design & DetailingFrom Drawings to Fabrication,service,KEEP,/en/engineering-design/,https://zhongsai-steelstructure.com/en/engineering-design/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/en/export-delivery,https://zhongsai-steelstructure.com/en/export-delivery,EN,Steel Structure Export & Delivery | Packing Container Loading Documentation Logistics | ZhongSai,Steel Structure Export & DeliveryFrom Factory to Overseas Project Site,service,KEEP,/en/export-delivery/,https://zhongsai-steelstructure.com/en/export-delivery/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/en/landing,https://zhongsai-steelstructure.com/en/landing,EN,Free Steel Structure Quote | Prefab Steel Buildings from China - ZhongSai,Premium Steel Structure Buildings Direct from China Factory,landing,RETAIN_TEMPORARILY,,,Landing page likely for ads; retain until ad campaigns reviewed. Do not 301 to homepage.,MEDIUM,P2,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,P2_GROWTH,LEGACY_PRESERVE,YES,NO,"Landing page: active ad traffic UNKNOWN. Legacy preserve at cutover, review ad campaigns post-launch."
/en/manufacturing-quality,https://zhongsai-steelstructure.com/en/manufacturing-quality,EN,Steel Structure Manufacturing & QC | Cutting Welding Coating Quality Control | ZhongSai,Structural Steel Manufacturing & Quality Control,manufacturing,KEEP,/en/manufacturing-quality/,https://zhongsai-steelstructure.com/en/manufacturing-quality/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,MEDIUM,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/en/privacy,https://zhongsai-steelstructure.com/en/privacy,EN,Privacy Policy | ZhongSai Steel Structure,Privacy Policy,legal,KEEP,/en/privacy/,https://zhongsai-steelstructure.com/en/privacy/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,KEEP,NO,NO,
/en/products,https://zhongsai-steelstructure.com/en/products,EN,Steel Structure Products | Industrial Factory Warehouse Mining Commercial Buildings | ZhongSai,,product,KEEP,/en/products/,https://zhongsai-steelstructure.com/en/products/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/en/products/agriculture-special,https://zhongsai-steelstructure.com/en/products/agriculture-special,EN,Agriculture & Special Steel | Prefab Steel Warehouse Workshop Factory Manufacturer China,Agriculture & Special Steel Structure System,product,MERGE_301,/en/products/,https://zhongsai-steelstructure.com/en/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/products/commercial-public,https://zhongsai-steelstructure.com/en/products/commercial-public,EN,Commercial & Public Steel | Prefab Steel Warehouse Workshop Factory Manufacturer China,Commercial & Public Steel Structure System,product,MERGE_301,/en/products/,https://zhongsai-steelstructure.com/en/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/products/custom-engineering,https://zhongsai-steelstructure.com/en/products/custom-engineering,EN,Custom Steel Engineering | Prefab Steel Warehouse Workshop Factory Manufacturer China,Custom Steel Structure Engineering System,product,KEEP,/en/products/custom-engineering/,https://zhongsai-steelstructure.com/en/products/custom-engineering/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/en/products/industrial,https://zhongsai-steelstructure.com/en/products/industrial,EN,Industrial Steel Structure | Prefab Steel Warehouse Workshop Factory Manufacturer China,Industrial Steel Structure Building System,product,MERGE_301,/en/products/,https://zhongsai-steelstructure.com/en/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/products/mining-energy,https://zhongsai-steelstructure.com/en/products/mining-energy,EN,Mining & Energy Heavy Steel | Prefab Steel Warehouse Workshop Factory Manufacturer China,Mining & Energy Heavy Steel Structure System,product,MERGE_301,/en/products/,https://zhongsai-steelstructure.com/en/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/products/residential-light,https://zhongsai-steelstructure.com/en/products/residential-light,EN,Residential Light Steel | Prefab Steel Warehouse Workshop Factory Manufacturer China,Residential Light Steel Structure System,product,MERGE_301,/en/products/,https://zhongsai-steelstructure.com/en/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/projects,https://zhongsai-steelstructure.com/en/projects,EN,Steel Structure Projects | Global Factory Warehouse Mining Delivery | ZhongSai,Steel Structure Projects & Delivery References,project,KEEP,/en/projects/,https://zhongsai-steelstructure.com/en/projects/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/en/projects/brazil-chinese-supermarket,https://zhongsai-steelstructure.com/en/projects/brazil-chinese-supermarket,EN,Brazil Chinese Supermarket Steel Structure Project,Brazil Chinese Supermarket Steel Structure Project,project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (brazil-chinese-supermarket); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (brazil-chinese-supermarket): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
/en/projects/cnooc-pr6-pipe-rack-frame,https://zhongsai-steelstructure.com/en/projects/cnooc-pr6-pipe-rack-frame,EN,"CNOOC PR6 Pipe Rack 4-SS2 Frame Project | Huizhou, Guangdong - ZhongSai Steel Structure",CNOOC PR6 Pipe Rack 4-SS2 Frame Project,project,301_ONE_TO_ONE,/en/projects/cnooc-pr6-pipe-rack/,https://zhongsai-steelstructure.com/en/projects/cnooc-pr6-pipe-rack/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/en/projects/cnpc-sixth-construction-cracking-furnace,https://zhongsai-steelstructure.com/en/projects/cnpc-sixth-construction-cracking-furnace,EN,CNPC Sixth Construction Cracking Furnace Project | Guangdong - ZhongSai Steel Structure,CNPC Sixth Construction Cracking Furnace Project,project,301_ONE_TO_ONE,/en/projects/cnpc-cracking-furnace/,https://zhongsai-steelstructure.com/en/projects/cnpc-cracking-furnace/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/en/projects/cnpc-sixth-construction-liquid-furnace,https://zhongsai-steelstructure.com/en/projects/cnpc-sixth-construction-liquid-furnace,EN,CNPC Sixth Construction Liquid Furnace Project | Guangdong - ZhongSai Steel Structure,CNPC Sixth Construction Liquid Furnace Project,project,301_ONE_TO_ONE,/en/projects/cnpc-liquid-furnace/,https://zhongsai-steelstructure.com/en/projects/cnpc-liquid-furnace/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/en/projects/dubai-industrial-warehouse,https://zhongsai-steelstructure.com/en/projects/dubai-industrial-warehouse,EN,"Industrial Warehouse — Dubai, UAE | ZhongSai Steel Structure","Industrial Warehouse — Dubai, UAE",project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (dubai-industrial-warehouse); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (dubai-industrial-warehouse): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
/en/projects/ethiopia-textile-factory,https://zhongsai-steelstructure.com/en/projects/ethiopia-textile-factory,EN,"Large Textile Manufacturing Factory in Addis Ababa, Ethiopia | ZhongSai Steel Structure","Large Textile Manufacturing Factory — Addis Ababa, Ethiopia",project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (ethiopia-textile-factory); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (ethiopia-textile-factory): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
/en/projects/futian-bonded-zone-customs,https://zhongsai-steelstructure.com/en/projects/futian-bonded-zone-customs,EN,"Futian Bonded Zone Customs Infrastructure Project | Shenzhen, Guangdong - ZhongSai Steel Structure",Futian Bonded Zone Customs Infrastructure Project,project,KEEP,/en/projects/futian-bonded-zone-customs/,https://zhongsai-steelstructure.com/en/projects/futian-bonded-zone-customs/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,KEEP,NO,NO,
/en/projects/guangdong-yixian-biotech-manufacturing,https://zhongsai-steelstructure.com/en/projects/guangdong-yixian-biotech-manufacturing,EN,Guangdong Yixian Biotech High-end Manufacturing Plant Project | Guangdong - ZhongSai Steel Structure,Guangdong Yixian Biotech High-end Manufacturing Plant Project,project,301_ONE_TO_ONE,/en/projects/yixian-biotech-manufacturing/,https://zhongsai-steelstructure.com/en/projects/yixian-biotech-manufacturing/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/en/projects/guangzhou-gongkong-high-end-equipment-base,https://zhongsai-steelstructure.com/en/projects/guangzhou-gongkong-high-end-equipment-base,EN,"Guangzhou Gongkong Greater Bay Area High-end Equipment R&D and Production Base Project | Guangzhou, ",Guangzhou Gongkong Greater Bay Area High-end Equipment R&D and Production Base Project,project,301_ONE_TO_ONE,/en/projects/guangzhou-high-end-equipment-base/,https://zhongsai-steelstructure.com/en/projects/guangzhou-high-end-equipment-base/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/en/projects/huarun-center-commercial-residential,https://zhongsai-steelstructure.com/en/projects/huarun-center-commercial-residential,EN,"Huarun Land Center Commercial & Residential Building Project | Dongguan, Guangdong - ZhongSai Steel ",Huarun Land Center Commercial & Residential Building Project,project,301_ONE_TO_ONE,/en/projects/dongguan-huarun-center/,https://zhongsai-steelstructure.com/en/projects/dongguan-huarun-center/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/en/projects/indonesia-mining-steel-structure,https://zhongsai-steelstructure.com/en/projects/indonesia-mining-steel-structure,EN,Indonesia Mining Plant Steel Structure Project,"indonesia steel structure, mining plant steel building, steel structure export case",project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (indonesia-mining-steel-structure); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (indonesia-mining-steel-structure): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
/en/projects/kenya-dairy-farm,https://zhongsai-steelstructure.com/en/projects/kenya-dairy-farm,EN,,,project,GONE_410_CANDIDATE,,,Already returns 404 on old site; no live content to migrate,HIGH,,NO,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,
/en/projects/kenya-dairy-farm-complex,https://zhongsai-steelstructure.com/en/projects/kenya-dairy-farm-complex,EN,"Dairy Farm Complex (Milking Parlor, Feed Storage, Cow Barn) in Nairobi, Kenya | ZhongSai Steel Struc","Dairy Farm Complex (Milking Parlor, Feed Storage, Cow Barn) — Nairobi, Kenya",project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (kenya-dairy-farm-complex); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (kenya-dairy-farm-complex): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
/en/projects/luohu-mixc-commercial-skybridge,https://zhongsai-steelstructure.com/en/projects/luohu-mixc-commercial-skybridge,EN,"Luohu MixC Commercial Center Skybridge Project | Shenzhen, Guangdong - ZhongSai Steel Structure",Luohu MixC Commercial Center Skybridge Project,project,301_ONE_TO_ONE,/en/projects/luohu-mixc-skybridge/,https://zhongsai-steelstructure.com/en/projects/luohu-mixc-skybridge/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/en/projects/malaysia-commercial-complex,https://zhongsai-steelstructure.com/en/projects/malaysia-commercial-complex,EN,"Commercial Complex — Kuala Lumpur, Malaysia | ZhongSai Steel Structure","Commercial Complex — Kuala Lumpur, Malaysia",project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (malaysia-commercial-complex); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (malaysia-commercial-complex): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
/en/projects/mexico-appliance-factory,https://zhongsai-steelstructure.com/en/projects/mexico-appliance-factory,EN,"Appliance Factory — Monterrey, Mexico | ZhongSai Steel Structure","Appliance Factory — Monterrey, Mexico",project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (mexico-appliance-factory); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (mexico-appliance-factory): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
/en/projects/nigeria-logistics-warehouse,https://zhongsai-steelstructure.com/en/projects/nigeria-logistics-warehouse,EN,,,project,GONE_410_CANDIDATE,,,Already returns 404 on old site; no live content to migrate,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,
/en/projects/oman-oil-equipment-workshop,https://zhongsai-steelstructure.com/en/projects/oman-oil-equipment-workshop,EN,"Oil Equipment Workshop — Sohar, Oman | ZhongSai Steel Structure","Oil Equipment Workshop — Sohar, Oman",project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (oman-oil-equipment-workshop); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (oman-oil-equipment-workshop): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
/en/projects/peru-mining-workshop,https://zhongsai-steelstructure.com/en/projects/peru-mining-workshop,EN,"Heavy Mining Equipment Workshop with 30-ton Crane in Lima, Peru | ZhongSai Steel Structure","Heavy Mining Equipment Workshop with 30-ton Crane — Lima, Peru",project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (peru-mining-workshop); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (peru-mining-workshop): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
/en/projects/philippines-food-processing-plant,https://zhongsai-steelstructure.com/en/projects/philippines-food-processing-plant,EN,"Food Processing Plant — Manila, Philippines | ZhongSai Steel Structure","Food Processing Plant — Manila, Philippines",project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (philippines-food-processing-plant); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (philippines-food-processing-plant): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
/en/projects/saudi-arabia-manufacturing-factory,https://zhongsai-steelstructure.com/en/projects/saudi-arabia-manufacturing-factory,EN,,,project,GONE_410_CANDIDATE,,,Already returns 404 on old site; no live content to migrate,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,
/en/projects/shanghai-baoye-xiegang-aviation-manufacturing,https://zhongsai-steelstructure.com/en/projects/shanghai-baoye-xiegang-aviation-manufacturing,EN,"Shanghai Baoye Xiegang General Aviation Manufacturing & Supply Chain Project | Dongguan, Guangdong -",Shanghai Baoye Xiegang General Aviation Manufacturing & Supply Chain Project,project,301_ONE_TO_ONE,/en/projects/xiegang-aviation-manufacturing/,https://zhongsai-steelstructure.com/en/projects/xiegang-aviation-manufacturing/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,MEDIUM,HIGH,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/en/projects/shantou-luxshare-precision-electronics,https://zhongsai-steelstructure.com/en/projects/shantou-luxshare-precision-electronics,EN,"Shantou Luxshare Precision Global Electronics Information Industry Center Project | Shantou, Guangdo",Shantou Luxshare Precision Global Electronics Information Industry Center Project,project,301_ONE_TO_ONE,/en/projects/shantou-luxshare-electronics-center/,https://zhongsai-steelstructure.com/en/projects/shantou-luxshare-electronics-center/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/en/projects/shenzhen-international-zhanjiang-logistics-port,https://zhongsai-steelstructure.com/en/projects/shenzhen-international-zhanjiang-logistics-port,EN,"Shenzhen International Zhanjiang Comprehensive Logistics Port Project | Zhanjiang, Guangdong - Zhong",Shenzhen International Zhanjiang Comprehensive Logistics Port Project,project,301_ONE_TO_ONE,/en/projects/zhanjiang-logistics-port/,https://zhongsai-steelstructure.com/en/projects/zhanjiang-logistics-port/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/en/projects/shenzhen-qianhai-dreamfactory,https://zhongsai-steelstructure.com/en/projects/shenzhen-qianhai-dreamfactory,EN,"Shenzhen Qianhai Shenzhen-Hong Kong Youth DreamFactory Project | Shenzhen, Guangdong - ZhongSai Stee",Shenzhen Qianhai Shenzhen-Hong Kong Youth DreamFactory Project,project,301_ONE_TO_ONE,/en/projects/qianhai-dreamfactory/,https://zhongsai-steelstructure.com/en/projects/qianhai-dreamfactory/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/en/projects/south-africa-auto-parts-factory,https://zhongsai-steelstructure.com/en/projects/south-africa-auto-parts-factory,EN,"Automotive Parts Manufacturing Factory with 10-ton Crane in Johannesburg, South Africa | ZhongSai St","Automotive Parts Manufacturing Factory with 10-ton Crane — Johannesburg, South Africa",project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (south-africa-auto-parts-factory); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (south-africa-auto-parts-factory): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
