old_path,old_url,language,old_title,old_h1,page_type,migration_action,new_path,new_url,reason,confidence,priority,launch_blocker
/zh/blog/steel-structure-installation-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-installation-guide,ZH,海外项目钢结构安装完整指南 | 中赛钢构,海外项目钢结构安装完整指南,blog,KEEP,/zh/blog/steel-structure-installation-guide/,https://zhongsai-steelstructure.com/zh/blog/steel-structure-installation-guide/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/blog/steel-structure-welding-quality-control-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-welding-quality-control-guide,ZH,钢结构焊接质量控制指南 | 中赛钢构,钢结构焊接质量控制：采购商完整指南,blog,KEEP,/zh/blog/steel-structure-welding-quality-control-guide/,https://zhongsai-steelstructure.com/zh/blog/steel-structure-welding-quality-control-guide/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/commercial-public-steel-buildings,https://zhongsai-steelstructure.com/zh/commercial-public-steel-buildings,ZH,商业与公共钢结构建筑 | 商场、展厅、医院钢结构 | 中赛钢构,商业与公共钢结构建筑,other,KEEP,/zh/commercial-public-steel-buildings/,https://zhongsai-steelstructure.com/zh/commercial-public-steel-buildings/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/components,https://zhongsai-steelstructure.com/zh/components,ZH,钢构件与围护系统｜钢梁、钢柱、桁架、檩条、彩钢板｜中赛钢构,按图纸定制加工钢构件与围护系统,component,KEEP,/zh/components/,https://zhongsai-steelstructure.com/zh/components/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/components/fabricated-steel-beams-columns,https://zhongsai-steelstructure.com/zh/components/fabricated-steel-beams-columns,ZH,钢梁与钢柱按图加工 | 定制钢结构构件 | 中赛钢构,按项目图纸加工的钢梁与钢柱,component,KEEP,/zh/components/fabricated-steel-beams-columns/,https://zhongsai-steelstructure.com/zh/components/fabricated-steel-beams-columns/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/components/roof-wall-cladding-systems,https://zhongsai-steelstructure.com/zh/components/roof-wall-cladding-systems,ZH,钢结构屋面与墙面围护系统 | 中赛钢构,钢结构建筑屋面与墙面围护系统,component,KEEP,/zh/components/roof-wall-cladding-systems/,https://zhongsai-steelstructure.com/zh/components/roof-wall-cladding-systems/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/components/steel-purlins,https://zhongsai-steelstructure.com/zh/components/steel-purlins,ZH,钢檩条｜C型钢檩条与Z型钢檩条冷弯成型｜中赛钢构,C型钢与Z型钢檩条按项目规格冷弯成型,component,KEEP,/zh/components/steel-purlins/,https://zhongsai-steelstructure.com/zh/components/steel-purlins/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/components/steel-trusses,https://zhongsai-steelstructure.com/zh/components/steel-trusses,ZH,钢桁架｜屋架桁架、管桁架、转换桁架按图纸定制加工｜中赛钢构,按图纸定制加工钢桁架,component,KEEP,/zh/components/steel-trusses/,https://zhongsai-steelstructure.com/zh/components/steel-trusses/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/contact,https://zhongsai-steelstructure.com/zh/contact,ZH,联系中赛钢构 | 项目询盘与报价需求,提交您的钢结构项目需求,contact,KEEP,/zh/contact/,https://zhongsai-steelstructure.com/zh/contact/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/engineering-design,https://zhongsai-steelstructure.com/zh/engineering-design,ZH,钢结构建筑设计与制造衔接服务 | 中赛钢构,钢结构建筑设计与制造衔接服务,other,KEEP,/zh/engineering-design/,https://zhongsai-steelstructure.com/zh/engineering-design/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/export-delivery,https://zhongsai-steelstructure.com/zh/export-delivery,ZH,钢结构出口交付 | 包装装柜与海外项目供应支持,钢结构制造后的出口供应与交付支持,other,KEEP,/zh/export-delivery/,https://zhongsai-steelstructure.com/zh/export-delivery/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/manufacturing-quality,https://zhongsai-steelstructure.com/zh/manufacturing-quality,ZH,钢结构制造与质量控制｜中赛钢构,钢结构制造与质量控制,manufacturing,KEEP,/zh/manufacturing-quality/,https://zhongsai-steelstructure.com/zh/manufacturing-quality/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/privacy,https://zhongsai-steelstructure.com/zh/privacy,ZH,隐私政策 | 中赛钢构,隐私政策,legal,KEEP,/zh/privacy/,https://zhongsai-steelstructure.com/zh/privacy/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/products,https://zhongsai-steelstructure.com/zh/products,ZH,钢结构解决方案｜按建筑应用分类｜工业厂房、仓库、农业、商业、交通、矿业｜中赛钢构,按项目应用选择钢结构解决方案,product,KEEP,/zh/products/,https://zhongsai-steelstructure.com/zh/products/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/products/custom-engineering,https://zhongsai-steelstructure.com/zh/products/custom-engineering,ZH,海外项目钢结构按图加工与定制制造 | 中赛钢构,海外项目钢结构按图加工与定制制造,product,KEEP,/zh/products/custom-engineering/,https://zhongsai-steelstructure.com/zh/products/custom-engineering/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects,https://zhongsai-steelstructure.com/zh/projects,ZH,精选钢结构项目案例 | 中赛钢构制造参考,精选钢结构项目案例,project,KEEP,/zh/projects/,https://zhongsai-steelstructure.com/zh/projects/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/cnooc-pr6-pipe-rack,https://zhongsai-steelstructure.com/zh/projects/cnooc-pr6-pipe-rack,ZH,中海油PR6管廊4-SS2框架项目 | 中赛钢构项目案例,中海油PR6管廊4-SS2框架项目,project,KEEP,/zh/projects/cnooc-pr6-pipe-rack/,https://zhongsai-steelstructure.com/zh/projects/cnooc-pr6-pipe-rack/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/cnpc-cracking-furnace,https://zhongsai-steelstructure.com/zh/projects/cnpc-cracking-furnace,ZH,中油六建裂解炉项目 | 中赛钢构项目案例,中油六建裂解炉项目,project,KEEP,/zh/projects/cnpc-cracking-furnace/,https://zhongsai-steelstructure.com/zh/projects/cnpc-cracking-furnace/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/cnpc-liquid-furnace,https://zhongsai-steelstructure.com/zh/projects/cnpc-liquid-furnace,ZH,中油六建液体炉项目 | 中赛钢构项目案例,中油六建液体炉项目,project,KEEP,/zh/projects/cnpc-liquid-furnace/,https://zhongsai-steelstructure.com/zh/projects/cnpc-liquid-furnace/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/dongguan-huarun-center,https://zhongsai-steelstructure.com/zh/projects/dongguan-huarun-center,ZH,东莞华润置地中心商业、住宅楼项目 | 中赛钢构项目案例,东莞华润置地中心商业、住宅楼项目,project,KEEP,/zh/projects/dongguan-huarun-center/,https://zhongsai-steelstructure.com/zh/projects/dongguan-huarun-center/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/futian-bonded-zone-customs,https://zhongsai-steelstructure.com/zh/projects/futian-bonded-zone-customs,ZH,深圳福田保税区海关基础设施升级改造工程 | 中赛钢构项目案例,深圳福田保税区海关基础设施升级改造工程,project,KEEP,/zh/projects/futian-bonded-zone-customs/,https://zhongsai-steelstructure.com/zh/projects/futian-bonded-zone-customs/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/guangzhou-high-end-equipment-base,https://zhongsai-steelstructure.com/zh/projects/guangzhou-high-end-equipment-base,ZH,广州工控大湾区现代高端装备研发生产基地 | 中赛钢构项目案例,广州工控大湾区现代高端装备研发生产基地,project,KEEP,/zh/projects/guangzhou-high-end-equipment-base/,https://zhongsai-steelstructure.com/zh/projects/guangzhou-high-end-equipment-base/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/luohu-mixc-skybridge,https://zhongsai-steelstructure.com/zh/projects/luohu-mixc-skybridge,ZH,深圳罗湖万象城商业中心天桥项目 | 中赛钢构项目案例,深圳罗湖万象城商业中心天桥项目,project,KEEP,/zh/projects/luohu-mixc-skybridge/,https://zhongsai-steelstructure.com/zh/projects/luohu-mixc-skybridge/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/macau-city-of-dreams-phase2,https://zhongsai-steelstructure.com/zh/projects/macau-city-of-dreams-phase2,ZH,澳门新濠影汇二期 | 中赛钢结构项目案例,澳门新濠影汇二期,project,KEEP,/zh/projects/macau-city-of-dreams-phase2/,https://zhongsai-steelstructure.com/zh/projects/macau-city-of-dreams-phase2/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/macau-londoner,https://zhongsai-steelstructure.com/zh/projects/macau-londoner,ZH,澳门伦敦人项目 | 中赛钢结构项目案例,澳门伦敦人项目,project,KEEP,/zh/projects/macau-londoner/,https://zhongsai-steelstructure.com/zh/projects/macau-londoner/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/qianhai-dreamfactory,https://zhongsai-steelstructure.com/zh/projects/qianhai-dreamfactory,ZH,深圳前海深港青年梦工厂项目 | 中赛钢构项目案例,深圳前海深港青年梦工厂项目,project,KEEP,/zh/projects/qianhai-dreamfactory/,https://zhongsai-steelstructure.com/zh/projects/qianhai-dreamfactory/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/shantou-luxshare-electronics-center,https://zhongsai-steelstructure.com/zh/projects/shantou-luxshare-electronics-center,ZH,汕头立讯精密全球电子信息产业中心项目 | 中赛钢构项目案例,汕头立讯精密全球电子信息产业中心项目,project,KEEP,/zh/projects/shantou-luxshare-electronics-center/,https://zhongsai-steelstructure.com/zh/projects/shantou-luxshare-electronics-center/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/singapore-airport-t2-connect,https://zhongsai-steelstructure.com/zh/projects/singapore-airport-t2-connect,ZH,新加坡樟宜机场T2连接 | 中赛钢结构项目案例,新加坡樟宜机场T2连接,project,KEEP,/zh/projects/singapore-airport-t2-connect/,https://zhongsai-steelstructure.com/zh/projects/singapore-airport-t2-connect/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/singapore-cr101-depot,https://zhongsai-steelstructure.com/zh/projects/singapore-cr101-depot,ZH,新加坡LTA CR101地铁维修站 | 中赛钢结构项目案例,新加坡LTA CR101地铁维修站,project,KEEP,/zh/projects/singapore-cr101-depot/,https://zhongsai-steelstructure.com/zh/projects/singapore-cr101-depot/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/singapore-j102-mrt-station,https://zhongsai-steelstructure.com/zh/projects/singapore-j102-mrt-station,ZH,新加坡LTA J102地铁站 | 中赛钢结构项目案例,新加坡LTA J102地铁站,project,KEEP,/zh/projects/singapore-j102-mrt-station/,https://zhongsai-steelstructure.com/zh/projects/singapore-j102-mrt-station/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/singapore-j107-mrt-station,https://zhongsai-steelstructure.com/zh/projects/singapore-j107-mrt-station,ZH,新加坡LTA J107地铁站 | 中赛钢结构项目案例,新加坡LTA J107地铁站,project,KEEP,/zh/projects/singapore-j107-mrt-station/,https://zhongsai-steelstructure.com/zh/projects/singapore-j107-mrt-station/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/singapore-mcc-innocentre,https://zhongsai-steelstructure.com/zh/projects/singapore-mcc-innocentre,ZH,新加坡MCC Innocentre | 中赛钢结构项目案例,新加坡MCC Innocentre,project,KEEP,/zh/projects/singapore-mcc-innocentre/,https://zhongsai-steelstructure.com/zh/projects/singapore-mcc-innocentre/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/singapore-sats-bup-centre,https://zhongsai-steelstructure.com/zh/projects/singapore-sats-bup-centre,ZH,新加坡樟宜机场SATS货运中心 | 中赛钢结构项目案例,新加坡樟宜机场SATS货运中心,project,KEEP,/zh/projects/singapore-sats-bup-centre/,https://zhongsai-steelstructure.com/zh/projects/singapore-sats-bup-centre/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/singapore-sentosa-waterfront-hotel,https://zhongsai-steelstructure.com/zh/projects/singapore-sentosa-waterfront-hotel,ZH,新加坡圣淘沙名胜世界酒店 | 中赛钢结构项目案例,新加坡圣淘沙名胜世界酒店,project,KEEP,/zh/projects/singapore-sentosa-waterfront-hotel/,https://zhongsai-steelstructure.com/zh/projects/singapore-sentosa-waterfront-hotel/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/xiegang-aviation-manufacturing,https://zhongsai-steelstructure.com/zh/projects/xiegang-aviation-manufacturing,ZH,上海宝冶谢岗通用航空制造及供应链项目 | 中赛钢构项目案例,上海宝冶谢岗通用航空制造及供应链项目,project,KEEP,/zh/projects/xiegang-aviation-manufacturing/,https://zhongsai-steelstructure.com/zh/projects/xiegang-aviation-manufacturing/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/yixian-biotech-manufacturing,https://zhongsai-steelstructure.com/zh/projects/yixian-biotech-manufacturing,ZH,广东逸仙生物科技高端制造厂房项目 | 中赛钢构项目案例,广东逸仙生物科技高端制造厂房项目,project,KEEP,/zh/projects/yixian-biotech-manufacturing/,https://zhongsai-steelstructure.com/zh/projects/yixian-biotech-manufacturing/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/projects/zhanjiang-logistics-port,https://zhongsai-steelstructure.com/zh/projects/zhanjiang-logistics-port,ZH,深国际湛江综合物流港项目 | 中赛钢构项目案例,深国际湛江综合物流港项目,project,KEEP,/zh/projects/zhanjiang-logistics-port/,https://zhongsai-steelstructure.com/zh/projects/zhanjiang-logistics-port/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/resources,https://zhongsai-steelstructure.com/zh/resources,ZH,技术资料与工程知识 | 钢结构工程指南 | 中赛钢构,技术资料与工程知识,resource,KEEP,/zh/resources/,https://zhongsai-steelstructure.com/zh/resources/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/services/structural-steel-detailing,https://zhongsai-steelstructure.com/zh/services/structural-steel-detailing,ZH,钢结构深化设计与加工图服务 | 中赛钢构,钢结构深化设计与加工图服务,service,KEEP,/zh/services/structural-steel-detailing/,https://zhongsai-steelstructure.com/zh/services/structural-steel-detailing/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/special-custom-steel-structures,https://zhongsai-steelstructure.com/zh/special-custom-steel-structures,ZH,特种与定制钢结构 | 按图纸定制加工 | 中赛钢构,特种与定制钢结构,other,KEEP,/zh/special-custom-steel-structures/,https://zhongsai-steelstructure.com/zh/special-custom-steel-structures/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/steel-mining-factory,https://zhongsai-steelstructure.com/zh/steel-mining-factory,ZH,矿业与重型工业钢结构解决方案 | 中赛钢构,矿业与重型工业钢结构解决方案,other,KEEP,/zh/steel-mining-factory/,https://zhongsai-steelstructure.com/zh/steel-mining-factory/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/steel-warehouse,https://zhongsai-steelstructure.com/zh/steel-warehouse,ZH,钢结构仓库与物流建筑 | 中赛钢构,钢结构仓库与物流建筑,other,KEEP,/zh/steel-warehouse/,https://zhongsai-steelstructure.com/zh/steel-warehouse/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/steel-workshop,https://zhongsai-steelstructure.com/zh/steel-workshop,ZH,钢结构工业厂房与生产车间 | 中赛钢构,钢结构工业厂房与生产车间,other,KEEP,/zh/steel-workshop/,https://zhongsai-steelstructure.com/zh/steel-workshop/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/terms,https://zhongsai-steelstructure.com/zh/terms,ZH,使用条款 | 中赛钢构,使用条款,legal,KEEP,/zh/terms/,https://zhongsai-steelstructure.com/zh/terms/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/transportation-infrastructure-steel,https://zhongsai-steelstructure.com/zh/transportation-infrastructure-steel,ZH,交通与基础设施钢结构 | 桥梁、机场、港口钢结构加工 | 中赛钢构,交通与基础设施钢结构,other,KEEP,/zh/transportation-infrastructure-steel/,https://zhongsai-steelstructure.com/zh/transportation-infrastructure-steel/,"Path identical in V2, same search intent",HIGH,P0,NO
