old_path,page_type,migration_action,final_action,new_path,target_indexable,self_redirect,redirect_chain,candidate_rule,generated_legacy_project,generated_project_state_ok,status
/zh/projects/kenya-dairy-farm-complex/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/projects/luohu-mixc-commercial-skybridge/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/zh/projects/luohu-mixc-skybridge/,True,False,False,True,False,True,PASS
/zh/projects/malaysia-commercial-complex/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/projects/mexico-appliance-factory/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/projects/nigeria-logistics-warehouse/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,False,True,PASS
/zh/projects/oman-oil-equipment-workshop/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/projects/peru-mining-workshop/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/projects/philippines-food-processing-plant/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/projects/saudi-arabia-manufacturing-factory/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,False,True,PASS
/zh/projects/shanghai-baoye-xiegang-aviation-manufacturing/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/zh/projects/xiegang-aviation-manufacturing/,True,False,False,True,False,True,PASS
/zh/projects/shantou-luxshare-precision-electronics/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/zh/projects/shantou-luxshare-electronics-center/,True,False,False,True,False,True,PASS
/zh/projects/shenzhen-international-zhanjiang-logistics-port/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/zh/projects/zhanjiang-logistics-port/,True,False,False,True,False,True,PASS
/zh/projects/shenzhen-qianhai-dreamfactory/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/zh/projects/qianhai-dreamfactory/,True,False,False,True,False,True,PASS
/zh/projects/south-africa-auto-parts-factory/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/projects/tanzania-grain-storage-warehouse/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/projects/vietnam-ecommerce-logistics-center/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/projects/vietnam-logistics-center/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/shipments/,other,301_ONE_TO_ONE,301_ONE_TO_ONE,/zh/export-delivery/,True,False,False,True,False,True,PASS
/zh/solutions/,solution,MIGRATE_CONTENT,SAFE_MERGE,/zh/products/,True,False,False,True,False,True,PASS
/zh/steel-building-solutions/agriculture/,solution,MERGE_301,SAFE_MERGE,/zh/products/,True,False,False,True,False,True,PASS
/zh/steel-building-solutions/commercial/,solution,MERGE_301,SAFE_MERGE,/zh/products/,True,False,False,True,False,True,PASS
/zh/steel-building-solutions/energy/,solution,MERGE_301,SAFE_MERGE,/zh/products/,True,False,False,True,False,True,PASS
/zh/steel-building-solutions/logistics/,solution,MERGE_301,SAFE_MERGE,/zh/steel-warehouse/,True,False,False,True,False,True,PASS
/zh/steel-building-solutions/manufacturing/,solution,MERGE_301,SAFE_MERGE,/zh/steel-workshop/,True,False,False,True,False,True,PASS
/zh/steel-building-solutions/mining/,solution,MERGE_301,SAFE_MERGE,/zh/products/,True,False,False,True,False,True,PASS
/zh/steel-building-solutions/public/,solution,MERGE_301,SAFE_MERGE,/zh/products/,True,False,False,True,False,True,PASS
/zh/steel-car-4s-dealership/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/zh/steel-equipment-platform/,application,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/zh/steel-exhibition-hall/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/zh/steel-factory-crane/,application,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/zh/steel-hangar/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/zh/steel-hospital-building/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/zh/steel-hotel-restaurant/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/zh/steel-livestock-barn/,application,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/zh/steel-mining-conveyor/,application,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/zh/steel-mining-factory/,application,MIGRATE_CONTENT,LEGACY_PRESERVED_200,,,False,False,False,False,True,PASS
/zh/steel-office-building/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/zh/steel-residential-villa/,application,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/zh/steel-school-building/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/zh/steel-sports-arena/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/zh/steel-supermarket-mall/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/zh/steel-warehouse/,application,KEEP,KEEP,/zh/steel-warehouse/,True,False,False,False,False,True,PASS
/zh/steel-warehouse-logistics/,application,MERGE_301,SAFE_MERGE,/zh/steel-warehouse/,True,False,False,True,False,True,PASS
/zh/steel-workshop/,application,KEEP,KEEP,/zh/steel-workshop/,True,False,False,False,False,True,PASS
/zh/steel-workshop-processing/,application,MERGE_301,SAFE_MERGE,/zh/steel-workshop/,True,False,False,True,False,True,PASS
/zh/terms/,legal,KEEP,KEEP,/zh/terms/,True,False,False,False,False,True,PASS
